t_interval_id,t_lower,t_upper
45990,2015-11-16 09:00:00,2015-11-16 09:10:00
45991,2015-11-16 09:10:00,2015-11-16 09:20:00
45992,2015-11-16 09:20:00,2015-11-16 09:30:00
45993,2015-11-16 09:30:00,2015-11-16 09:40:00
45994,2015-11-16 09:40:00,2015-11-16 09:50:00
45995,2015-11-16 09:50:00,2015-11-16 10:00:00
45996,2015-11-16 10:00:00,2015-11-16 10:10:00
45997,2015-11-16 10:10:00,2015-11-16 10:20:00
45998,2015-11-16 10:20:00,2015-11-16 10:30:00
45999,2015-11-16 10:30:00,2015-11-16 10:40:00
46000,2015-11-16 10:40:00,2015-11-16 10:50:00
46001,2015-11-16 10:50:00,2015-11-16 11:00:00
46002,2015-11-16 11:00:00,2015-11-16 11:10:00
46003,2015-11-16 11:10:00,2015-11-16 11:20:00
46004,2015-11-16 11:20:00,2015-11-16 11:30:00
46005,2015-11-16 11:30:00,2015-11-16 11:40:00
46006,2015-11-16 11:40:00,2015-11-16 11:50:00
46007,2015-11-16 11:50:00,2015-11-16 12:00:00
46008,2015-11-16 12:00:00,2015-11-16 12:10:00
46009,2015-11-16 12:10:00,2015-11-16 12:20:00
46010,2015-11-16 12:20:00,2015-11-16 12:30:00
46011,2015-11-16 12:30:00,2015-11-16 12:40:00
46012,2015-11-16 12:40:00,2015-11-16 12:50:00
46013,2015-11-16 12:50:00,2015-11-16 13:00:00
46014,2015-11-16 13:00:00,2015-11-16 13:10:00
46015,2015-11-16 13:10:00,2015-11-16 13:20:00
46016,2015-11-16 13:20:00,2015-11-16 13:30:00
46017,2015-11-16 13:30:00,2015-11-16 13:40:00
46018,2015-11-16 13:40:00,2015-11-16 13:50:00
46019,2015-11-16 13:50:00,2015-11-16 14:00:00
46020,2015-11-16 14:00:00,2015-11-16 14:10:00
46021,2015-11-16 14:10:00,2015-11-16 14:20:00
46022,2015-11-16 14:20:00,2015-11-16 14:30:00
46023,2015-11-16 14:30:00,2015-11-16 14:40:00
46024,2015-11-16 14:40:00,2015-11-16 14:50:00
46025,2015-11-16 14:50:00,2015-11-16 15:00:00
46026,2015-11-16 15:00:00,2015-11-16 15:10:00
46027,2015-11-16 15:10:00,2015-11-16 15:20:00
46028,2015-11-16 15:20:00,2015-11-16 15:30:00
46029,2015-11-16 15:30:00,2015-11-16 15:40:00
46030,2015-11-16 15:40:00,2015-11-16 15:50:00
46031,2015-11-16 15:50:00,2015-11-16 16:00:00
46032,2015-11-16 16:00:00,2015-11-16 16:10:00
46033,2015-11-16 16:10:00,2015-11-16 16:20:00
46034,2015-11-16 16:20:00,2015-11-16 16:30:00
46035,2015-11-16 16:30:00,2015-11-16 16:40:00
46036,2015-11-16 16:40:00,2015-11-16 16:50:00
46037,2015-11-16 16:50:00,2015-11-16 17:00:00
46038,2015-11-16 17:00:00,2015-11-16 17:10:00
46039,2015-11-16 17:10:00,2015-11-16 17:20:00
46040,2015-11-16 17:20:00,2015-11-16 17:30:00
46041,2015-11-16 17:30:00,2015-11-16 17:40:00
46042,2015-11-16 17:40:00,2015-11-16 17:50:00
46043,2015-11-16 17:50:00,2015-11-16 18:00:00
46044,2015-11-16 18:00:00,2015-11-16 18:10:00
46045,2015-11-16 18:10:00,2015-11-16 18:20:00
46046,2015-11-16 18:20:00,2015-11-16 18:30:00
46047,2015-11-16 18:30:00,2015-11-16 18:40:00
46048,2015-11-16 18:40:00,2015-11-16 18:50:00
46049,2015-11-16 18:50:00,2015-11-16 19:00:00
46050,2015-11-16 19:00:00,2015-11-16 19:10:00
46051,2015-11-16 19:10:00,2015-11-16 19:20:00
46052,2015-11-16 19:20:00,2015-11-16 19:30:00
46053,2015-11-16 19:30:00,2015-11-16 19:40:00
46054,2015-11-16 19:40:00,2015-11-16 19:50:00
46055,2015-11-16 19:50:00,2015-11-16 20:00:00
46056,2015-11-16 20:00:00,2015-11-16 20:10:00
46057,2015-11-16 20:10:00,2015-11-16 20:20:00
46058,2015-11-16 20:20:00,2015-11-16 20:30:00
46059,2015-11-16 20:30:00,2015-11-16 20:40:00
46060,2015-11-16 20:40:00,2015-11-16 20:50:00
46061,2015-11-16 20:50:00,2015-11-16 21:00:00
46062,2015-11-16 21:00:00,2015-11-16 21:10:00
46063,2015-11-16 21:10:00,2015-11-16 21:20:00
46064,2015-11-16 21:20:00,2015-11-16 21:30:00
46065,2015-11-16 21:30:00,2015-11-16 21:40:00
46066,2015-11-16 21:40:00,2015-11-16 21:50:00
46067,2015-11-16 21:50:00,2015-11-16 22:00:00
46068,2015-11-16 22:00:00,2015-11-16 22:10:00
46069,2015-11-16 22:10:00,2015-11-16 22:20:00
46070,2015-11-16 22:20:00,2015-11-16 22:30:00
46071,2015-11-16 22:30:00,2015-11-16 22:40:00
46072,2015-11-16 22:40:00,2015-11-16 22:50:00
46073,2015-11-16 22:50:00,2015-11-16 23:00:00
46074,2015-11-16 23:00:00,2015-11-16 23:10:00
46075,2015-11-16 23:10:00,2015-11-16 23:20:00
46076,2015-11-16 23:20:00,2015-11-16 23:30:00
46077,2015-11-16 23:30:00,2015-11-16 23:40:00
46078,2015-11-16 23:40:00,2015-11-16 23:50:00
46079,2015-11-16 23:50:00,2015-11-17 00:00:00
46080,2015-11-17 00:00:00,2015-11-17 00:10:00
46081,2015-11-17 00:10:00,2015-11-17 00:20:00
46082,2015-11-17 00:20:00,2015-11-17 00:30:00
46083,2015-11-17 00:30:00,2015-11-17 00:40:00
46084,2015-11-17 00:40:00,2015-11-17 00:50:00
46085,2015-11-17 00:50:00,2015-11-17 01:00:00
46086,2015-11-17 01:00:00,2015-11-17 01:10:00
46087,2015-11-17 01:10:00,2015-11-17 01:20:00
46088,2015-11-17 01:20:00,2015-11-17 01:30:00
46089,2015-11-17 01:30:00,2015-11-17 01:40:00
46090,2015-11-17 01:40:00,2015-11-17 01:50:00
46091,2015-11-17 01:50:00,2015-11-17 02:00:00
46092,2015-11-17 02:00:00,2015-11-17 02:10:00
46093,2015-11-17 02:10:00,2015-11-17 02:20:00
46094,2015-11-17 02:20:00,2015-11-17 02:30:00
46095,2015-11-17 02:30:00,2015-11-17 02:40:00
46096,2015-11-17 02:40:00,2015-11-17 02:50:00
46097,2015-11-17 02:50:00,2015-11-17 03:00:00
46098,2015-11-17 03:00:00,2015-11-17 03:10:00
46099,2015-11-17 03:10:00,2015-11-17 03:20:00
46100,2015-11-17 03:20:00,2015-11-17 03:30:00
46101,2015-11-17 03:30:00,2015-11-17 03:40:00
46102,2015-11-17 03:40:00,2015-11-17 03:50:00
46103,2015-11-17 03:50:00,2015-11-17 04:00:00
46104,2015-11-17 04:00:00,2015-11-17 04:10:00
46105,2015-11-17 04:10:00,2015-11-17 04:20:00
46106,2015-11-17 04:20:00,2015-11-17 04:30:00
46107,2015-11-17 04:30:00,2015-11-17 04:40:00
46108,2015-11-17 04:40:00,2015-11-17 04:50:00
46109,2015-11-17 04:50:00,2015-11-17 05:00:00
46110,2015-11-17 05:00:00,2015-11-17 05:10:00
46111,2015-11-17 05:10:00,2015-11-17 05:20:00
46112,2015-11-17 05:20:00,2015-11-17 05:30:00
46113,2015-11-17 05:30:00,2015-11-17 05:40:00
46114,2015-11-17 05:40:00,2015-11-17 05:50:00
46115,2015-11-17 05:50:00,2015-11-17 06:00:00
46116,2015-11-17 06:00:00,2015-11-17 06:10:00
46117,2015-11-17 06:10:00,2015-11-17 06:20:00
46118,2015-11-17 06:20:00,2015-11-17 06:30:00
46119,2015-11-17 06:30:00,2015-11-17 06:40:00
46120,2015-11-17 06:40:00,2015-11-17 06:50:00
46121,2015-11-17 06:50:00,2015-11-17 07:00:00
46122,2015-11-17 07:00:00,2015-11-17 07:10:00
46123,2015-11-17 07:10:00,2015-11-17 07:20:00
46124,2015-11-17 07:20:00,2015-11-17 07:30:00
46125,2015-11-17 07:30:00,2015-11-17 07:40:00
46126,2015-11-17 07:40:00,2015-11-17 07:50:00
46127,2015-11-17 07:50:00,2015-11-17 08:00:00
46128,2015-11-17 08:00:00,2015-11-17 08:10:00
46129,2015-11-17 08:10:00,2015-11-17 08:20:00
46130,2015-11-17 08:20:00,2015-11-17 08:30:00
46131,2015-11-17 08:30:00,2015-11-17 08:40:00
46132,2015-11-17 08:40:00,2015-11-17 08:50:00
46133,2015-11-17 08:50:00,2015-11-17 09:00:00
46134,2015-11-17 09:00:00,2015-11-17 09:10:00
46135,2015-11-17 09:10:00,2015-11-17 09:20:00
46136,2015-11-17 09:20:00,2015-11-17 09:30:00
46137,2015-11-17 09:30:00,2015-11-17 09:40:00
46138,2015-11-17 09:40:00,2015-11-17 09:50:00
46139,2015-11-17 09:50:00,2015-11-17 10:00:00
46140,2015-11-17 10:00:00,2015-11-17 10:10:00
46141,2015-11-17 10:10:00,2015-11-17 10:20:00
46142,2015-11-17 10:20:00,2015-11-17 10:30:00
46143,2015-11-17 10:30:00,2015-11-17 10:40:00
46144,2015-11-17 10:40:00,2015-11-17 10:50:00
46145,2015-11-17 10:50:00,2015-11-17 11:00:00
46146,2015-11-17 11:00:00,2015-11-17 11:10:00
46147,2015-11-17 11:10:00,2015-11-17 11:20:00
46148,2015-11-17 11:20:00,2015-11-17 11:30:00
46149,2015-11-17 11:30:00,2015-11-17 11:40:00
46150,2015-11-17 11:40:00,2015-11-17 11:50:00
46151,2015-11-17 11:50:00,2015-11-17 12:00:00
46152,2015-11-17 12:00:00,2015-11-17 12:10:00
46153,2015-11-17 12:10:00,2015-11-17 12:20:00
46154,2015-11-17 12:20:00,2015-11-17 12:30:00
46155,2015-11-17 12:30:00,2015-11-17 12:40:00
46156,2015-11-17 12:40:00,2015-11-17 12:50:00
46157,2015-11-17 12:50:00,2015-11-17 13:00:00
46158,2015-11-17 13:00:00,2015-11-17 13:10:00
46159,2015-11-17 13:10:00,2015-11-17 13:20:00
46160,2015-11-17 13:20:00,2015-11-17 13:30:00
46161,2015-11-17 13:30:00,2015-11-17 13:40:00
46162,2015-11-17 13:40:00,2015-11-17 13:50:00
46163,2015-11-17 13:50:00,2015-11-17 14:00:00
46164,2015-11-17 14:00:00,2015-11-17 14:10:00
46165,2015-11-17 14:10:00,2015-11-17 14:20:00
46166,2015-11-17 14:20:00,2015-11-17 14:30:00
46167,2015-11-17 14:30:00,2015-11-17 14:40:00
46168,2015-11-17 14:40:00,2015-11-17 14:50:00
46169,2015-11-17 14:50:00,2015-11-17 15:00:00
46170,2015-11-17 15:00:00,2015-11-17 15:10:00
46171,2015-11-17 15:10:00,2015-11-17 15:20:00
46172,2015-11-17 15:20:00,2015-11-17 15:30:00
46173,2015-11-17 15:30:00,2015-11-17 15:40:00
46174,2015-11-17 15:40:00,2015-11-17 15:50:00
46175,2015-11-17 15:50:00,2015-11-17 16:00:00
46176,2015-11-17 16:00:00,2015-11-17 16:10:00
46177,2015-11-17 16:10:00,2015-11-17 16:20:00
46178,2015-11-17 16:20:00,2015-11-17 16:30:00
46179,2015-11-17 16:30:00,2015-11-17 16:40:00
46180,2015-11-17 16:40:00,2015-11-17 16:50:00
46181,2015-11-17 16:50:00,2015-11-17 17:00:00
46182,2015-11-17 17:00:00,2015-11-17 17:10:00
46183,2015-11-17 17:10:00,2015-11-17 17:20:00
46184,2015-11-17 17:20:00,2015-11-17 17:30:00
46185,2015-11-17 17:30:00,2015-11-17 17:40:00
46186,2015-11-17 17:40:00,2015-11-17 17:50:00
46187,2015-11-17 17:50:00,2015-11-17 18:00:00
46188,2015-11-17 18:00:00,2015-11-17 18:10:00
46189,2015-11-17 18:10:00,2015-11-17 18:20:00
46190,2015-11-17 18:20:00,2015-11-17 18:30:00
46191,2015-11-17 18:30:00,2015-11-17 18:40:00
46192,2015-11-17 18:40:00,2015-11-17 18:50:00
46193,2015-11-17 18:50:00,2015-11-17 19:00:00
46194,2015-11-17 19:00:00,2015-11-17 19:10:00
46195,2015-11-17 19:10:00,2015-11-17 19:20:00
46196,2015-11-17 19:20:00,2015-11-17 19:30:00
46197,2015-11-17 19:30:00,2015-11-17 19:40:00
46198,2015-11-17 19:40:00,2015-11-17 19:50:00
46199,2015-11-17 19:50:00,2015-11-17 20:00:00
46200,2015-11-17 20:00:00,2015-11-17 20:10:00
46201,2015-11-17 20:10:00,2015-11-17 20:20:00
46202,2015-11-17 20:20:00,2015-11-17 20:30:00
46203,2015-11-17 20:30:00,2015-11-17 20:40:00
46204,2015-11-17 20:40:00,2015-11-17 20:50:00
46205,2015-11-17 20:50:00,2015-11-17 21:00:00
46206,2015-11-17 21:00:00,2015-11-17 21:10:00
46207,2015-11-17 21:10:00,2015-11-17 21:20:00
46208,2015-11-17 21:20:00,2015-11-17 21:30:00
46209,2015-11-17 21:30:00,2015-11-17 21:40:00
46210,2015-11-17 21:40:00,2015-11-17 21:50:00
46211,2015-11-17 21:50:00,2015-11-17 22:00:00
46212,2015-11-17 22:00:00,2015-11-17 22:10:00
46213,2015-11-17 22:10:00,2015-11-17 22:20:00
46214,2015-11-17 22:20:00,2015-11-17 22:30:00
46215,2015-11-17 22:30:00,2015-11-17 22:40:00
46216,2015-11-17 22:40:00,2015-11-17 22:50:00
46217,2015-11-17 22:50:00,2015-11-17 23:00:00
46218,2015-11-17 23:00:00,2015-11-17 23:10:00
46219,2015-11-17 23:10:00,2015-11-17 23:20:00
46220,2015-11-17 23:20:00,2015-11-17 23:30:00
46221,2015-11-17 23:30:00,2015-11-17 23:40:00
46222,2015-11-17 23:40:00,2015-11-17 23:50:00
46223,2015-11-17 23:50:00,2015-11-18 00:00:00
46224,2015-11-18 00:00:00,2015-11-18 00:10:00
46225,2015-11-18 00:10:00,2015-11-18 00:20:00
46226,2015-11-18 00:20:00,2015-11-18 00:30:00
46227,2015-11-18 00:30:00,2015-11-18 00:40:00
46228,2015-11-18 00:40:00,2015-11-18 00:50:00
46229,2015-11-18 00:50:00,2015-11-18 01:00:00
46230,2015-11-18 01:00:00,2015-11-18 01:10:00
46231,2015-11-18 01:10:00,2015-11-18 01:20:00
46232,2015-11-18 01:20:00,2015-11-18 01:30:00
46233,2015-11-18 01:30:00,2015-11-18 01:40:00
46234,2015-11-18 01:40:00,2015-11-18 01:50:00
46235,2015-11-18 01:50:00,2015-11-18 02:00:00
46236,2015-11-18 02:00:00,2015-11-18 02:10:00
46237,2015-11-18 02:10:00,2015-11-18 02:20:00
46238,2015-11-18 02:20:00,2015-11-18 02:30:00
46239,2015-11-18 02:30:00,2015-11-18 02:40:00
46240,2015-11-18 02:40:00,2015-11-18 02:50:00
46241,2015-11-18 02:50:00,2015-11-18 03:00:00
46242,2015-11-18 03:00:00,2015-11-18 03:10:00
46243,2015-11-18 03:10:00,2015-11-18 03:20:00
46244,2015-11-18 03:20:00,2015-11-18 03:30:00
46245,2015-11-18 03:30:00,2015-11-18 03:40:00
46246,2015-11-18 03:40:00,2015-11-18 03:50:00
46247,2015-11-18 03:50:00,2015-11-18 04:00:00
46248,2015-11-18 04:00:00,2015-11-18 04:10:00
46249,2015-11-18 04:10:00,2015-11-18 04:20:00
46250,2015-11-18 04:20:00,2015-11-18 04:30:00
46251,2015-11-18 04:30:00,2015-11-18 04:40:00
46252,2015-11-18 04:40:00,2015-11-18 04:50:00
46253,2015-11-18 04:50:00,2015-11-18 05:00:00
46254,2015-11-18 05:00:00,2015-11-18 05:10:00
46255,2015-11-18 05:10:00,2015-11-18 05:20:00
46256,2015-11-18 05:20:00,2015-11-18 05:30:00
46257,2015-11-18 05:30:00,2015-11-18 05:40:00
46258,2015-11-18 05:40:00,2015-11-18 05:50:00
46259,2015-11-18 05:50:00,2015-11-18 06:00:00
46260,2015-11-18 06:00:00,2015-11-18 06:10:00
46261,2015-11-18 06:10:00,2015-11-18 06:20:00
46262,2015-11-18 06:20:00,2015-11-18 06:30:00
46263,2015-11-18 06:30:00,2015-11-18 06:40:00
46264,2015-11-18 06:40:00,2015-11-18 06:50:00
46265,2015-11-18 06:50:00,2015-11-18 07:00:00
46266,2015-11-18 07:00:00,2015-11-18 07:10:00
46267,2015-11-18 07:10:00,2015-11-18 07:20:00
46268,2015-11-18 07:20:00,2015-11-18 07:30:00
46269,2015-11-18 07:30:00,2015-11-18 07:40:00
46270,2015-11-18 07:40:00,2015-11-18 07:50:00
46271,2015-11-18 07:50:00,2015-11-18 08:00:00
46272,2015-11-18 08:00:00,2015-11-18 08:10:00
46273,2015-11-18 08:10:00,2015-11-18 08:20:00
46274,2015-11-18 08:20:00,2015-11-18 08:30:00
46275,2015-11-18 08:30:00,2015-11-18 08:40:00
46276,2015-11-18 08:40:00,2015-11-18 08:50:00
46277,2015-11-18 08:50:00,2015-11-18 09:00:00
46278,2015-11-18 09:00:00,2015-11-18 09:10:00
46279,2015-11-18 09:10:00,2015-11-18 09:20:00
46280,2015-11-18 09:20:00,2015-11-18 09:30:00
46281,2015-11-18 09:30:00,2015-11-18 09:40:00
46282,2015-11-18 09:40:00,2015-11-18 09:50:00
46283,2015-11-18 09:50:00,2015-11-18 10:00:00
46284,2015-11-18 10:00:00,2015-11-18 10:10:00
46285,2015-11-18 10:10:00,2015-11-18 10:20:00
46286,2015-11-18 10:20:00,2015-11-18 10:30:00
46287,2015-11-18 10:30:00,2015-11-18 10:40:00
46288,2015-11-18 10:40:00,2015-11-18 10:50:00
46289,2015-11-18 10:50:00,2015-11-18 11:00:00
46290,2015-11-18 11:00:00,2015-11-18 11:10:00
46291,2015-11-18 11:10:00,2015-11-18 11:20:00
46292,2015-11-18 11:20:00,2015-11-18 11:30:00
46293,2015-11-18 11:30:00,2015-11-18 11:40:00
46294,2015-11-18 11:40:00,2015-11-18 11:50:00
46295,2015-11-18 11:50:00,2015-11-18 12:00:00
46296,2015-11-18 12:00:00,2015-11-18 12:10:00
46297,2015-11-18 12:10:00,2015-11-18 12:20:00
46298,2015-11-18 12:20:00,2015-11-18 12:30:00
46299,2015-11-18 12:30:00,2015-11-18 12:40:00
46300,2015-11-18 12:40:00,2015-11-18 12:50:00
46301,2015-11-18 12:50:00,2015-11-18 13:00:00
46302,2015-11-18 13:00:00,2015-11-18 13:10:00
46303,2015-11-18 13:10:00,2015-11-18 13:20:00
46304,2015-11-18 13:20:00,2015-11-18 13:30:00
46305,2015-11-18 13:30:00,2015-11-18 13:40:00
46306,2015-11-18 13:40:00,2015-11-18 13:50:00
46307,2015-11-18 13:50:00,2015-11-18 14:00:00
46308,2015-11-18 14:00:00,2015-11-18 14:10:00
46309,2015-11-18 14:10:00,2015-11-18 14:20:00
46310,2015-11-18 14:20:00,2015-11-18 14:30:00
46311,2015-11-18 14:30:00,2015-11-18 14:40:00
46312,2015-11-18 14:40:00,2015-11-18 14:50:00
46313,2015-11-18 14:50:00,2015-11-18 15:00:00
46314,2015-11-18 15:00:00,2015-11-18 15:10:00
46315,2015-11-18 15:10:00,2015-11-18 15:20:00
46316,2015-11-18 15:20:00,2015-11-18 15:30:00
46317,2015-11-18 15:30:00,2015-11-18 15:40:00
46318,2015-11-18 15:40:00,2015-11-18 15:50:00
46319,2015-11-18 15:50:00,2015-11-18 16:00:00
46320,2015-11-18 16:00:00,2015-11-18 16:10:00
46321,2015-11-18 16:10:00,2015-11-18 16:20:00
46322,2015-11-18 16:20:00,2015-11-18 16:30:00
46323,2015-11-18 16:30:00,2015-11-18 16:40:00
46324,2015-11-18 16:40:00,2015-11-18 16:50:00
46325,2015-11-18 16:50:00,2015-11-18 17:00:00
46326,2015-11-18 17:00:00,2015-11-18 17:10:00
46327,2015-11-18 17:10:00,2015-11-18 17:20:00
46328,2015-11-18 17:20:00,2015-11-18 17:30:00
46329,2015-11-18 17:30:00,2015-11-18 17:40:00
46330,2015-11-18 17:40:00,2015-11-18 17:50:00
46331,2015-11-18 17:50:00,2015-11-18 18:00:00
46332,2015-11-18 18:00:00,2015-11-18 18:10:00
46333,2015-11-18 18:10:00,2015-11-18 18:20:00
46334,2015-11-18 18:20:00,2015-11-18 18:30:00
46335,2015-11-18 18:30:00,2015-11-18 18:40:00
46336,2015-11-18 18:40:00,2015-11-18 18:50:00
46337,2015-11-18 18:50:00,2015-11-18 19:00:00
46338,2015-11-18 19:00:00,2015-11-18 19:10:00
46339,2015-11-18 19:10:00,2015-11-18 19:20:00
46340,2015-11-18 19:20:00,2015-11-18 19:30:00
46341,2015-11-18 19:30:00,2015-11-18 19:40:00
46342,2015-11-18 19:40:00,2015-11-18 19:50:00
46343,2015-11-18 19:50:00,2015-11-18 20:00:00
46344,2015-11-18 20:00:00,2015-11-18 20:10:00
46345,2015-11-18 20:10:00,2015-11-18 20:20:00
46346,2015-11-18 20:20:00,2015-11-18 20:30:00
46347,2015-11-18 20:30:00,2015-11-18 20:40:00
46348,2015-11-18 20:40:00,2015-11-18 20:50:00
46349,2015-11-18 20:50:00,2015-11-18 21:00:00
46350,2015-11-18 21:00:00,2015-11-18 21:10:00
46351,2015-11-18 21:10:00,2015-11-18 21:20:00
46352,2015-11-18 21:20:00,2015-11-18 21:30:00
46353,2015-11-18 21:30:00,2015-11-18 21:40:00
46354,2015-11-18 21:40:00,2015-11-18 21:50:00
46355,2015-11-18 21:50:00,2015-11-18 22:00:00
46356,2015-11-18 22:00:00,2015-11-18 22:10:00
46357,2015-11-18 22:10:00,2015-11-18 22:20:00
46358,2015-11-18 22:20:00,2015-11-18 22:30:00
46359,2015-11-18 22:30:00,2015-11-18 22:40:00
46360,2015-11-18 22:40:00,2015-11-18 22:50:00
46361,2015-11-18 22:50:00,2015-11-18 23:00:00
46362,2015-11-18 23:00:00,2015-11-18 23:10:00
46363,2015-11-18 23:10:00,2015-11-18 23:20:00
46364,2015-11-18 23:20:00,2015-11-18 23:30:00
46365,2015-11-18 23:30:00,2015-11-18 23:40:00
46366,2015-11-18 23:40:00,2015-11-18 23:50:00
46367,2015-11-18 23:50:00,2015-11-19 00:00:00
46368,2015-11-19 00:00:00,2015-11-19 00:10:00
46369,2015-11-19 00:10:00,2015-11-19 00:20:00
46370,2015-11-19 00:20:00,2015-11-19 00:30:00
46371,2015-11-19 00:30:00,2015-11-19 00:40:00
46372,2015-11-19 00:40:00,2015-11-19 00:50:00
46373,2015-11-19 00:50:00,2015-11-19 01:00:00
46374,2015-11-19 01:00:00,2015-11-19 01:10:00
46375,2015-11-19 01:10:00,2015-11-19 01:20:00
46376,2015-11-19 01:20:00,2015-11-19 01:30:00
46377,2015-11-19 01:30:00,2015-11-19 01:40:00
46378,2015-11-19 01:40:00,2015-11-19 01:50:00
46379,2015-11-19 01:50:00,2015-11-19 02:00:00
46380,2015-11-19 02:00:00,2015-11-19 02:10:00
46381,2015-11-19 02:10:00,2015-11-19 02:20:00
46382,2015-11-19 02:20:00,2015-11-19 02:30:00
46383,2015-11-19 02:30:00,2015-11-19 02:40:00
46384,2015-11-19 02:40:00,2015-11-19 02:50:00
46385,2015-11-19 02:50:00,2015-11-19 03:00:00
46386,2015-11-19 03:00:00,2015-11-19 03:10:00
46387,2015-11-19 03:10:00,2015-11-19 03:20:00
46388,2015-11-19 03:20:00,2015-11-19 03:30:00
46389,2015-11-19 03:30:00,2015-11-19 03:40:00
46390,2015-11-19 03:40:00,2015-11-19 03:50:00
46391,2015-11-19 03:50:00,2015-11-19 04:00:00
46392,2015-11-19 04:00:00,2015-11-19 04:10:00
46393,2015-11-19 04:10:00,2015-11-19 04:20:00
46394,2015-11-19 04:20:00,2015-11-19 04:30:00
46395,2015-11-19 04:30:00,2015-11-19 04:40:00
46396,2015-11-19 04:40:00,2015-11-19 04:50:00
46397,2015-11-19 04:50:00,2015-11-19 05:00:00
46398,2015-11-19 05:00:00,2015-11-19 05:10:00
46399,2015-11-19 05:10:00,2015-11-19 05:20:00
46400,2015-11-19 05:20:00,2015-11-19 05:30:00
46401,2015-11-19 05:30:00,2015-11-19 05:40:00
46402,2015-11-19 05:40:00,2015-11-19 05:50:00
46403,2015-11-19 05:50:00,2015-11-19 06:00:00
46404,2015-11-19 06:00:00,2015-11-19 06:10:00
46405,2015-11-19 06:10:00,2015-11-19 06:20:00
46406,2015-11-19 06:20:00,2015-11-19 06:30:00
46407,2015-11-19 06:30:00,2015-11-19 06:40:00
46408,2015-11-19 06:40:00,2015-11-19 06:50:00
46409,2015-11-19 06:50:00,2015-11-19 07:00:00
46410,2015-11-19 07:00:00,2015-11-19 07:10:00
46411,2015-11-19 07:10:00,2015-11-19 07:20:00
46412,2015-11-19 07:20:00,2015-11-19 07:30:00
46413,2015-11-19 07:30:00,2015-11-19 07:40:00
46414,2015-11-19 07:40:00,2015-11-19 07:50:00
46415,2015-11-19 07:50:00,2015-11-19 08:00:00
46416,2015-11-19 08:00:00,2015-11-19 08:10:00
46417,2015-11-19 08:10:00,2015-11-19 08:20:00
46418,2015-11-19 08:20:00,2015-11-19 08:30:00
46419,2015-11-19 08:30:00,2015-11-19 08:40:00
46420,2015-11-19 08:40:00,2015-11-19 08:50:00
46421,2015-11-19 08:50:00,2015-11-19 09:00:00
46422,2015-11-19 09:00:00,2015-11-19 09:10:00
46423,2015-11-19 09:10:00,2015-11-19 09:20:00
46424,2015-11-19 09:20:00,2015-11-19 09:30:00
46425,2015-11-19 09:30:00,2015-11-19 09:40:00
46426,2015-11-19 09:40:00,2015-11-19 09:50:00
46427,2015-11-19 09:50:00,2015-11-19 10:00:00
46428,2015-11-19 10:00:00,2015-11-19 10:10:00
46429,2015-11-19 10:10:00,2015-11-19 10:20:00
46430,2015-11-19 10:20:00,2015-11-19 10:30:00
46431,2015-11-19 10:30:00,2015-11-19 10:40:00
46432,2015-11-19 10:40:00,2015-11-19 10:50:00
46433,2015-11-19 10:50:00,2015-11-19 11:00:00
46434,2015-11-19 11:00:00,2015-11-19 11:10:00
46435,2015-11-19 11:10:00,2015-11-19 11:20:00
46436,2015-11-19 11:20:00,2015-11-19 11:30:00
46437,2015-11-19 11:30:00,2015-11-19 11:40:00
46438,2015-11-19 11:40:00,2015-11-19 11:50:00
46439,2015-11-19 11:50:00,2015-11-19 12:00:00
46440,2015-11-19 12:00:00,2015-11-19 12:10:00
46441,2015-11-19 12:10:00,2015-11-19 12:20:00
46442,2015-11-19 12:20:00,2015-11-19 12:30:00
46443,2015-11-19 12:30:00,2015-11-19 12:40:00
46444,2015-11-19 12:40:00,2015-11-19 12:50:00
46445,2015-11-19 12:50:00,2015-11-19 13:00:00
46446,2015-11-19 13:00:00,2015-11-19 13:10:00
46447,2015-11-19 13:10:00,2015-11-19 13:20:00
46448,2015-11-19 13:20:00,2015-11-19 13:30:00
46449,2015-11-19 13:30:00,2015-11-19 13:40:00
46450,2015-11-19 13:40:00,2015-11-19 13:50:00
46451,2015-11-19 13:50:00,2015-11-19 14:00:00
46452,2015-11-19 14:00:00,2015-11-19 14:10:00
46453,2015-11-19 14:10:00,2015-11-19 14:20:00
46454,2015-11-19 14:20:00,2015-11-19 14:30:00
46455,2015-11-19 14:30:00,2015-11-19 14:40:00
46456,2015-11-19 14:40:00,2015-11-19 14:50:00
46457,2015-11-19 14:50:00,2015-11-19 15:00:00
46458,2015-11-19 15:00:00,2015-11-19 15:10:00
46459,2015-11-19 15:10:00,2015-11-19 15:20:00
46460,2015-11-19 15:20:00,2015-11-19 15:30:00
46461,2015-11-19 15:30:00,2015-11-19 15:40:00
46462,2015-11-19 15:40:00,2015-11-19 15:50:00
46463,2015-11-19 15:50:00,2015-11-19 16:00:00
46464,2015-11-19 16:00:00,2015-11-19 16:10:00
46465,2015-11-19 16:10:00,2015-11-19 16:20:00
46466,2015-11-19 16:20:00,2015-11-19 16:30:00
46467,2015-11-19 16:30:00,2015-11-19 16:40:00
46468,2015-11-19 16:40:00,2015-11-19 16:50:00
46469,2015-11-19 16:50:00,2015-11-19 17:00:00
46470,2015-11-19 17:00:00,2015-11-19 17:10:00
46471,2015-11-19 17:10:00,2015-11-19 17:20:00
